rec_id_hour,datetime,season_hour,year_hour,month_hour,hour,holiday_hour,weekday_hour,workingday_hour,weather_condition_hour,temp_hour,atemp_hour,humidity_hour,windspeed_hour,casual_hour,registered_hour,total_count_hour,rec_id_day,season_day,year_day,month_day,holiday_day,weekday_day,workingday_day,weather_condition_day,temp_day,atemp_day,humidity_day,windspeed_day,casual_day,registered_day,total_count_day,workingday_label,season_label,month_label
485,2012-04-29,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0.0,2.0,2.0,485,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229.0,4075,6304,holiday,musim_panas,April
486,2012-04-30,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0.0,8.0,8.0,486,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665.0,4907,5572,workingday,musim_panas,April
487,2012-05-01,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1.0,26.0,27.0,487,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653.0,5087,5740,workingday,musim_panas,May
488,2012-05-02,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3.0,37.0,40.0,488,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667.0,5502,6169,workingday,musim_panas,May
489,2012-05-03,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3.0,50.0,53.0,489,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764.0,5657,6421,workingday,musim_panas,May
490,2012-05-04,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4.0,59.0,63.0,490,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069.0,5227,6296,workingday,musim_panas,May
491,2012-05-05,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10.0,60.0,70.0,491,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2266.75,4387,6883,holiday,musim_panas,May
492,2012-05-06,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12.0,72.0,84.0,492,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135.0,4224,6359,holiday,musim_panas,May
493,2012-05-07,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11.0,64.0,75.0,493,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008.0,5265,6273,workingday,musim_panas,May
494,2012-05-08,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10.0,93.0,103.0,494,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738.0,4990,5728,workingday,musim_panas,May
495,2012-05-09,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11.0,72.0,83.0,495,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620.0,4097,4717,workingday,musim_panas,May
496,2012-05-10,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8.0,59.0,67.0,496,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026.0,5546,6572,workingday,musim_panas,May
497,2012-05-11,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0.0,54.0,54.0,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319.0,5711,7030,workingday,musim_panas,May
498,2012-05-12,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6.0,53.0,59.0,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2266.75,4807,7429,holiday,musim_panas,May
499,2012-05-13,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1.0,44.0,45.0,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172.0,3946,6118,holiday,musim_panas,May
500,2012-05-14,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0.0,39.0,39.0,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342.0,2501,2843,workingday,musim_panas,May
501,2012-05-15,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7.0,23.0,30.0,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625.0,4490,5115,workingday,musim_panas,May
502,2012-05-16,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2.0,31.0,33.0,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991.0,6433,7424,workingday,musim_panas,May
503,2012-05-17,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2.0,20.0,22.0,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242.0,6142,7384,workingday,musim_panas,May
504,2012-05-18,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1.0,12.0,13.0,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521.0,6118,7639,workingday,musim_panas,May
505,2012-05-19,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3.0,15.0,18.0,505,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,2266.75,4884,8294,holiday,musim_panas,May
506,2012-05-20,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1.0,4.0,5.0,506,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2266.75,4425,7129,holiday,musim_panas,May
507,2012-05-21,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0.0,3.0,3.0,507,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630.0,3729,4359,workingday,musim_panas,May
508,2012-05-22,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0.0,1.0,1.0,508,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819.0,5254,6073,workingday,musim_panas,May
509,2012-05-23,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1.0,1.0,2.0,509,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766.0,4494,5260,workingday,musim_panas,May
510,2012-05-24,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2.0,17.0,19.0,510,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059.0,5711,6770,workingday,musim_panas,May
511,2012-05-25,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3.0,25.0,28.0,511,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417.0,5317,6734,workingday,musim_panas,May
512,2012-05-26,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7.0,51.0,58.0,512,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2266.75,3681,6536,holiday,musim_panas,May
513,2012-05-27,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22.0,77.0,99.0,513,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,2266.75,3308,6591,holiday,musim_panas,May
514,2012-05-28,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24.0,92.0,116.0,514,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2266.75,3486,6043,holiday,musim_panas,May
515,2012-05-29,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12.0,75.0,87.0,515,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880.0,4863,5743,workingday,musim_panas,May
516,2012-05-30,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17.0,93.0,110.0,516,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745.0,6110,6855,workingday,musim_panas,May
517,2012-05-31,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13.0,64.0,77.0,517,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100.0,6238,7338,workingday,musim_panas,May
518,2012-06-01,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9.0,56.0,65.0,518,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533.0,3594,4127,workingday,musim_panas,June
519,2012-06-02,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5.0,50.0,55.0,519,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2266.75,5325,8120,holiday,musim_panas,June
520,2012-06-03,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5.0,44.0,49.0,520,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2266.75,5147,7641,holiday,musim_panas,June
521,2012-06-04,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5.0,45.0,50.0,521,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071.0,5927,6998,workingday,musim_panas,June
522,2012-06-05,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4.0,31.0,35.0,522,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968.0,6033,7001,workingday,musim_panas,June
523,2012-06-06,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5.0,20.0,25.0,523,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027.0,6028,7055,workingday,musim_panas,June
524,2012-06-07,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5.0,23.0,28.0,524,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038.0,6456,7494,workingday,musim_panas,June
525,2012-06-08,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4.0,17.0,21.0,525,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488.0,6248,7736,workingday,musim_panas,June
526,2012-06-09,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0.0,7.0,7.0,526,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2266.75,4790,7498,holiday,musim_panas,June
527,2012-06-10,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0.0,1.0,1.0,527,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224.0,4374,6598,holiday,musim_panas,June
528,2012-06-11,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0.0,1.0,1.0,528,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017.0,5647,6664,workingday,musim_panas,June
529,2012-06-12,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0.0,1.0,1.0,529,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477.0,4495,4972,workingday,musim_panas,June
530,2012-06-13,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0.0,5.0,5.0,530,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173.0,6248,7421,workingday,musim_panas,June
531,2012-06-14,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0.0,15.0,15.0,531,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180.0,6183,7363,workingday,musim_panas,June
532,2012-06-15,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5.0,79.0,84.0,532,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563.0,6102,7665,workingday,musim_panas,June
533,2012-06-16,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,6.0,171.0,177.0,533,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2266.75,4739,7702,holiday,musim_panas,June
534,2012-06-17,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,4.0,98.0,102.0,534,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2266.75,4344,6978,holiday,musim_panas,June
535,2012-06-18,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,6.0,34.0,40.0,535,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653.0,4446,5099,workingday,musim_panas,June
536,2012-06-19,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3.0,43.0,46.0,536,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968.0,5857,6825,workingday,musim_panas,June
537,2012-06-20,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11.0,52.0,63.0,537,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872.0,5339,6211,workingday,musim_panas,June
538,2012-06-21,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6.0,54.0,60.0,538,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778.0,5127,5905,workingday,musim_gugur,June
539,2012-06-22,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2.0,43.0,45.0,539,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964.0,4859,5823,workingday,musim_gugur,June
540,2012-06-23,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7.0,50.0,57.0,540,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2266.75,4801,7458,holiday,musim_gugur,June
541,2012-06-24,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4.0,66.0,70.0,541,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2266.75,4340,6891,holiday,musim_gugur,June
542,2012-06-25,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6.0,178.0,184.0,542,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139.0,5640,6779,workingday,musim_gugur,June
543,2012-06-26,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8.0,145.0,153.0,543,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077.0,6365,7442,workingday,musim_gugur,June
544,2012-06-27,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5.0,101.0,106.0,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077.0,6258,7335,workingday,musim_gugur,June
545,2012-06-28,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1.0,80.0,81.0,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921.0,5958,6879,workingday,musim_gugur,June
546,2012-06-29,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6.0,53.0,59.0,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829.0,4634,5463,workingday,musim_gugur,June
547,2012-06-30,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3.0,32.0,35.0,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455.0,4232,5687,holiday,musim_gugur,June
548,2012-07-01,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3.0,21.0,24.0,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421.0,4110,5531,holiday,musim_gugur,July
549,2012-07-02,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3.0,6.0,9.0,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904.0,5323,6227,workingday,musim_gugur,July
550,2012-07-03,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0.0,5.0,5.0,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052.0,5608,6660,workingday,musim_gugur,July
551,2012-07-04,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0.0,2.0,2.0,551,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2266.75,4841,7403,holiday,musim_gugur,July
552,2012-07-05,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0.0,1.0,1.0,552,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405.0,4836,6241,workingday,musim_gugur,July
553,2012-07-06,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0.0,9.0,9.0,553,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366.0,4841,6207,workingday,musim_gugur,July
554,2012-07-07,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1.0,35.0,36.0,554,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448.0,3392,4840,holiday,musim_gugur,July
555,2012-07-08,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5.0,103.0,108.0,555,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203.0,3469,4672,holiday,musim_gugur,July
556,2012-07-09,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5.0,233.0,238.0,556,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998.0,5571,6569,workingday,musim_gugur,July
557,2012-07-10,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10.0,134.0,144.0,557,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954.0,5336,6290,workingday,musim_gugur,July
558,2012-07-11,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6.0,49.0,55.0,558,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975.0,6289,7264,workingday,musim_gugur,July
559,2012-07-12,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6.0,55.0,61.0,559,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032.0,6414,7446,workingday,musim_gugur,July
560,2012-07-13,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21.0,85.0,106.0,560,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511.0,5988,7499,workingday,musim_gugur,July
561,2012-07-14,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21.0,72.0,93.0,561,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2266.75,4614,6969,holiday,musim_gugur,July
562,2012-07-15,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11.0,57.0,68.0,562,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920.0,4111,6031,holiday,musim_gugur,July
563,2012-07-16,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21.0,63.0,84.0,563,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088.0,5742,6830,workingday,musim_gugur,July
564,2012-07-17,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,14.0,102.0,116.0,564,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921.0,5865,6786,workingday,musim_gugur,July
565,2012-07-18,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,14.0,208.0,222.0,565,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799.0,4914,5713,workingday,musim_gugur,July
566,2012-07-19,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7.0,218.0,225.0,566,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888.0,5703,6591,workingday,musim_gugur,July
567,2012-07-20,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13.0,133.0,146.0,567,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747.0,5123,5870,workingday,musim_gugur,July
568,2012-07-21,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16.0,103.0,119.0,568,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264.0,3195,4459,holiday,musim_gugur,July
569,2012-07-22,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5.0,40.0,45.0,569,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2266.75,4866,7410,holiday,musim_gugur,July
570,2012-07-23,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4.0,49.0,53.0,570,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135.0,5831,6966,workingday,musim_gugur,July
571,2012-07-24,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3.0,37.0,40.0,571,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140.0,6452,7592,workingday,musim_gugur,July
572,2012-07-25,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3.0,14.0,17.0,572,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383.0,6790,8173,workingday,musim_gugur,July
573,2012-07-26,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0.0,5.0,5.0,573,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036.0,5825,6861,workingday,musim_gugur,July
574,2012-07-27,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3.0,7.0,10.0,574,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259.0,5645,6904,workingday,musim_gugur,July
575,2012-07-28,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0.0,1.0,1.0,575,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234.0,4451,6685,holiday,musim_gugur,July
576,2012-07-29,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0.0,8.0,8.0,576,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153.0,4444,6597,holiday,musim_gugur,July
577,2012-07-30,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1.0,29.0,30.0,577,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040.0,6065,7105,workingday,musim_gugur,July
578,2012-07-31,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3.0,69.0,72.0,578,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968.0,6248,7216,workingday,musim_gugur,July
579,2012-08-01,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3.0,55.0,58.0,579,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074.0,6506,7580,workingday,musim_gugur,August
580,2012-08-02,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2.0,26.0,28.0,580,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983.0,6278,7261,workingday,musim_gugur,August
581,2012-08-03,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6.0,35.0,41.0,581,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328.0,5847,7175,workingday,musim_gugur,August
582,2012-08-04,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7.0,41.0,48.0,582,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2266.75,4479,6824,holiday,musim_gugur,August
583,2012-08-05,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4.0,43.0,47.0,583,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707.0,3757,5464,holiday,musim_gugur,August
584,2012-08-06,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0.0,36.0,36.0,584,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233.0,5780,7013,workingday,musim_gugur,August
585,2012-08-07,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1.0,42.0,43.0,585,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278.0,5995,7273,workingday,musim_gugur,August
586,2012-08-08,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1.0,35.0,36.0,586,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263.0,6271,7534,workingday,musim_gugur,August
587,2012-08-09,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0.0,26.0,26.0,587,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196.0,6090,7286,workingday,musim_gugur,August
588,2012-08-10,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1.0,23.0,24.0,588,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065.0,4721,5786,workingday,musim_gugur,August
589,2012-08-11,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2.0,82.0,84.0,589,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247.0,4052,6299,holiday,musim_gugur,August
590,2012-08-12,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3.0,101.0,104.0,590,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182.0,4362,6544,holiday,musim_gugur,August
591,2012-08-13,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3.0,76.0,79.0,591,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207.0,5676,6883,workingday,musim_gugur,August
592,2012-08-14,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4.0,55.0,59.0,592,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128.0,5656,6784,workingday,musim_gugur,August
593,2012-08-15,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2.0,36.0,38.0,593,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198.0,6149,7347,workingday,musim_gugur,August
594,2012-08-16,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0.0,27.0,27.0,594,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338.0,6267,7605,workingday,musim_gugur,August
595,2012-08-17,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0.0,16.0,16.0,595,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483.0,5665,7148,workingday,musim_gugur,August
596,2012-08-18,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0.0,9.0,9.0,596,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2266.75,5038,7865,holiday,musim_gugur,August
597,2012-08-19,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1.0,2.0,3.0,597,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208.0,3341,4549,holiday,musim_gugur,August
598,2012-08-20,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0.0,2.0,2.0,598,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026.0,5504,6530,workingday,musim_gugur,August
599,2012-08-21,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1.0,0.0,1.0,599,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081.0,5925,7006,workingday,musim_gugur,August
600,2012-08-22,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0.0,4.0,4.0,600,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094.0,6281,7375,workingday,musim_gugur,August
601,2012-08-23,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0.0,16.0,16.0,601,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363.0,6402,7765,workingday,musim_gugur,August
602,2012-08-24,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2.0,58.0,60.0,602,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325.0,6257,7582,workingday,musim_gugur,August
603,2012-08-25,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2.0,155.0,157.0,603,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829.0,4224,6053,holiday,musim_gugur,August
604,2012-08-26,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6.0,95.0,101.0,604,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483.0,3772,5255,holiday,musim_gugur,August
605,2012-08-27,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0.0,49.0,49.0,605,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989.0,5928,6917,workingday,musim_gugur,August
